inTemp,InHumid,outTemp,outHumid,DoorStatus,PowerStatus,ConsumoElectrico,CompressorStatus,Vibration,Timestamp,flag_mantenimiento
5.14,61.64,23.06,69.03,DoorCLOSED,PowerON,58.11,CompressorOFF,0.32,Saturday 11.01.2025 -- 00:00:00,0
2.51,62.33,18.74,69.45,DoorCLOSED,PowerON,94.6,CompressorON,0.41,Saturday 11.01.2025 -- 00:00:05,0
3.6,52.92,29.31,76.7,DoorCLOSED,PowerON,21.87,CompressorOFF,0.34,Saturday 11.01.2025 -- 00:00:10,0
3.87,52.85,19.43,77.81,DoorCLOSED,PowerON,58.89,CompressorOFF,0.17,Saturday 11.01.2025 -- 00:00:15,0
3.47,58.01,20.53,63.41,DoorCLOSED,PowerON,101.59,CompressorON,0.18,Saturday 11.01.2025 -- 00:00:20,0
4.04,52.51,27.86,57.73,DoorCLOSED,PowerON,98.98,CompressorON,0.17,Saturday 11.01.2025 -- 00:00:25,0
3.61,62.91,24.48,79.23,DoorCLOSED,PowerON,176.22,CompressorON,0.14,Saturday 11.01.2025 -- 00:00:30,0
3.88,61.24,20.53,58.47,DoorCLOSED,PowerON,148.15,CompressorON,0.66,Saturday 11.01.2025 -- 00:00:35,0
4.01,74.33,25.54,56.91,DoorCLOSED,PowerON,148.64,CompressorON,0.15,Saturday 11.01.2025 -- 00:00:40,0
7.03,61.67,27.96,69.79,DoorOPEN,PowerON,149.98,CompressorON,0.31,Saturday 11.01.2025 -- 00:00:45,0
7.02,61.98,19.91,52.97,DoorCLOSED,PowerON,42.04,CompressorOFF,0.24,Saturday 11.01.2025 -- 00:00:50,0
7.48,86.4,21.87,85.65,DoorOPEN,PowerON,138.49,CompressorON,0.41,Saturday 11.01.2025 -- 00:00:55,0
3.14,52.05,25.06,82.33,DoorCLOSED,PowerON,55.01,CompressorOFF,0.41,Saturday 11.01.2025 -- 00:01:00,0
3.67,86.21,28.59,61.22,DoorOPEN,PowerON,99.71,CompressorON,0.12,Saturday 11.01.2025 -- 00:01:05,0
3.77,70.19,28.21,65.73,DoorCLOSED,PowerON,123.93,CompressorON,0.39,Saturday 11.01.2025 -- 00:01:10,0
6.44,67.56,27.41,82.48,DoorCLOSED,PowerON,144.04,CompressorON,0.25,Saturday 11.01.2025 -- 00:01:15,0
3.66,46.82,31.06,73.43,DoorCLOSED,PowerON,91.23,CompressorON,0.1,Saturday 11.01.2025 -- 00:01:20,0
2.32,69.47,27.22,68.76,DoorCLOSED,PowerON,103.53,CompressorON,0.43,Saturday 11.01.2025 -- 00:01:25,0
2.25,61.32,19.83,89.13,DoorCLOSED,PowerON,103.61,CompressorON,0.13,Saturday 11.01.2025 -- 00:01:30,0
2.3,45.17,18.03,69.07,DoorCLOSED,PowerON,142.83,CompressorON,0.43,Saturday 11.01.2025 -- 00:01:35,0
7.83,65.31,31.34,60.46,DoorOPEN,PowerON,94.93,CompressorON,0.15,Saturday 11.01.2025 -- 00:01:40,0
