inTemp,InHumid,outTemp,outHumid,DoorStatus,PowerStatus,ConsumoElectrico,CompressorStatus,Vibration,Timestamp,flag_mantenimiento
3.86,65.92,26.61,82.26,DoorCLOSED,PowerON,108.18,CompressorON,0.4,Monday 13.01.2025 -- 00:00:00,0
3.63,68.01,31.31,71.47,DoorCLOSED,PowerON,30.87,CompressorOFF,0.09,Monday 13.01.2025 -- 00:00:05,0
5.04,72.45,28.02,64.21,DoorCLOSED,PowerON,41.79,CompressorOFF,0.41,Monday 13.01.2025 -- 00:00:10,0
2.34,49.51,20.2,63.84,DoorCLOSED,PowerON,125.15,CompressorON,0.43,Monday 13.01.2025 -- 00:00:15,0
3.85,64.62,28.15,66.93,DoorCLOSED,PowerON,94.98,CompressorON,0.12,Monday 13.01.2025 -- 00:00:20,0
4.9,60.22,31.26,69.79,DoorOPEN,PowerON,144.22,CompressorON,0.85,Monday 13.01.2025 -- 00:00:25,0
6.41,86.41,29.59,78.92,DoorOPEN,PowerON,121.67,CompressorON,0.4,Monday 13.01.2025 -- 00:00:30,0
3.92,66.16,24.08,87.03,DoorCLOSED,PowerON,51.46,CompressorOFF,0.36,Monday 13.01.2025 -- 00:00:35,0
3.69,74.08,29.06,59.73,DoorOPEN,PowerON,140.79,CompressorON,0.03,Monday 13.01.2025 -- 00:00:40,0
2.81,48.4,22.69,89.33,DoorCLOSED,PowerON,142.84,CompressorON,0.07,Monday 13.01.2025 -- 00:00:45,0
5.63,74.71,18.53,88.33,DoorOPEN,PowerON,149.05,CompressorON,1.13,Monday 13.01.2025 -- 00:00:50,0
5.38,45.69,25.17,85.76,DoorCLOSED,PowerON,119.59,CompressorON,0.17,Monday 13.01.2025 -- 00:00:55,0
7.14,91.43,29.77,91.48,DoorCLOSED,PowerOFF,235.67,CompressorOFF,1.26,Monday 13.01.2025 -- 00:01:00,1
2.1,63.29,23.92,67.76,DoorCLOSED,PowerON,143.61,CompressorON,0.34,Monday 13.01.2025 -- 00:01:05,0
5.89,48.39,26.17,80.59,DoorCLOSED,PowerON,108.79,CompressorON,0.16,Monday 13.01.2025 -- 00:01:10,0
4.68,62.74,22.21,89.19,DoorCLOSED,PowerON,58.79,CompressorOFF,0.27,Monday 13.01.2025 -- 00:01:15,0
2.15,63.74,18.33,75.5,DoorCLOSED,PowerON,156.52,CompressorON,0.05,Monday 13.01.2025 -- 00:01:20,0
4.69,45.94,27.4,52.11,DoorCLOSED,PowerON,97.02,CompressorON,0.43,Monday 13.01.2025 -- 00:01:25,0
4.47,73.66,24.15,84.42,DoorCLOSED,PowerON,33.2,CompressorOFF,0.28,Monday 13.01.2025 -- 00:01:30,0
11.61,84.7,32.72,66.14,DoorCLOSED,PowerON,239.6,CompressorON,1.13,Monday 13.01.2025 -- 00:01:35,1
4.03,49.86,25.96,54.04,DoorCLOSED,PowerON,116.85,CompressorON,0.42,Monday 13.01.2025 -- 00:01:40,0
7.22,88.99,31.66,62.39,DoorCLOSED,PowerON,240.6,CompressorON,1.17,Monday 13.01.2025 -- 00:01:45,1
2.64,54.41,21.16,88.84,DoorCLOSED,PowerON,154.11,CompressorON,0.02,Monday 13.01.2025 -- 00:01:50,0
3.69,64.41,25.86,54.89,DoorCLOSED,PowerON,99.29,CompressorON,0.17,Monday 13.01.2025 -- 00:01:55,0
2.62,65.14,25.83,64.87,DoorCLOSED,PowerON,102.89,CompressorON,0.08,Monday 13.01.2025 -- 00:02:00,0
4.06,74.3,22.71,65.25,DoorCLOSED,PowerON,42.5,CompressorOFF,0.4,Monday 13.01.2025 -- 00:02:05,0
8.99,68.14,24.7,60.02,DoorCLOSED,PowerON,55.35,CompressorOFF,0.34,Monday 13.01.2025 -- 00:02:10,0
3.15,68.85,31.31,57.47,DoorCLOSED,PowerON,110.37,CompressorON,0.07,Monday 13.01.2025 -- 00:02:15,0
4.19,64.88,23.1,53.67,DoorCLOSED,PowerON,52.85,CompressorOFF,0.14,Monday 13.01.2025 -- 00:02:20,0
11.61,79.39,32.67,73.56,DoorCLOSED,PowerOFF,228.41,CompressorOFF,1.07,Monday 13.01.2025 -- 00:02:25,1
3.54,70.47,18.32,52.29,DoorCLOSED,PowerON,31.77,CompressorOFF,0.34,Monday 13.01.2025 -- 00:02:30,0
2.52,50.81,20.7,76.89,DoorCLOSED,PowerON,131.57,CompressorON,0.04,Monday 13.01.2025 -- 00:02:35,0
4.86,71.01,27.48,85.77,DoorCLOSED,PowerOFF,0.0,CompressorOFF,0.44,Monday 13.01.2025 -- 00:02:40,0
4.82,46.62,25.11,73.51,DoorCLOSED,PowerON,45.01,CompressorOFF,0.18,Monday 13.01.2025 -- 00:02:45,0
4.17,60.89,22.68,78.56,DoorCLOSED,PowerON,49.04,CompressorOFF,0.22,Monday 13.01.2025 -- 00:02:50,0
2.63,70.93,30.83,70.47,DoorCLOSED,PowerON,129.83,CompressorON,0.2,Monday 13.01.2025 -- 00:02:55,0
7.66,72.53,23.06,78.95,DoorOPEN,PowerON,159.33,CompressorON,0.09,Monday 13.01.2025 -- 00:03:00,0
