inTemp,InHumid,outTemp,outHumid,DoorStatus,PowerStatus,ConsumoElectrico,CompressorStatus,Vibration,Timestamp,flag_mantenimiento
3.64,62.69,18.15,51.74,DoorCLOSED,PowerON,39.93,CompressorOFF,0.23,Friday 03.01.2025 -- 00:00:00,0
3.27,71.91,18.39,56.42,DoorCLOSED,PowerON,49.63,CompressorOFF,0.28,Friday 03.01.2025 -- 00:00:05,0
6.06,52.14,18.44,53.16,DoorCLOSED,PowerON,120.89,CompressorON,0.2,Friday 03.01.2025 -- 00:00:10,0
3.19,62.17,22.4,59.46,DoorCLOSED,PowerON,108.02,CompressorON,0.32,Friday 03.01.2025 -- 00:00:15,0
4.11,74.82,28.94,82.57,DoorCLOSED,PowerON,119.51,CompressorON,0.07,Friday 03.01.2025 -- 00:00:20,0
5.31,59.15,24.45,81.27,DoorCLOSED,PowerON,51.45,CompressorOFF,0.43,Friday 03.01.2025 -- 00:00:25,0
2.88,46.06,31.13,86.28,DoorCLOSED,PowerON,104.87,CompressorON,0.39,Friday 03.01.2025 -- 00:00:30,0
5.3,70.75,20.44,78.54,DoorCLOSED,PowerON,30.56,CompressorOFF,0.27,Friday 03.01.2025 -- 00:00:35,0
6.84,66.36,20.11,60.7,DoorCLOSED,PowerON,58.3,CompressorOFF,0.43,Friday 03.01.2025 -- 00:00:40,0
4.14,70.09,30.47,73.37,DoorCLOSED,PowerON,137.55,CompressorON,0.02,Friday 03.01.2025 -- 00:00:45,0
3.08,66.01,31.19,52.67,DoorCLOSED,PowerON,91.11,CompressorON,0.03,Friday 03.01.2025 -- 00:00:50,0
2.25,53.05,24.28,58.62,DoorCLOSED,PowerON,150.01,CompressorON,0.25,Friday 03.01.2025 -- 00:00:55,0
3.77,65.48,29.78,68.98,DoorOPEN,PowerON,149.31,CompressorON,0.09,Friday 03.01.2025 -- 00:01:00,0
3.35,67.83,30.97,53.16,DoorCLOSED,PowerON,26.54,CompressorOFF,0.03,Friday 03.01.2025 -- 00:01:05,0
4.42,51.26,26.87,64.71,DoorCLOSED,PowerON,33.15,CompressorOFF,0.14,Friday 03.01.2025 -- 00:01:10,0
4.1,63.75,23.34,82.06,DoorCLOSED,PowerON,190.02,CompressorON,1.08,Friday 03.01.2025 -- 00:01:15,0
6.19,48.58,26.86,73.39,DoorCLOSED,PowerON,29.73,CompressorOFF,0.17,Friday 03.01.2025 -- 00:01:20,0
3.48,65.46,18.71,56.28,DoorCLOSED,PowerON,43.92,CompressorOFF,0.04,Friday 03.01.2025 -- 00:01:25,0
3.94,55.66,29.75,52.8,DoorCLOSED,PowerON,58.27,CompressorOFF,0.11,Friday 03.01.2025 -- 00:01:30,0
5.0,69.58,24.39,78.6,DoorCLOSED,PowerON,31.24,CompressorOFF,0.04,Friday 03.01.2025 -- 00:01:35,0
11.13,86.25,25.5,61.53,DoorCLOSED,PowerON,184.37,CompressorOFF,1.13,Friday 03.01.2025 -- 00:01:40,1
3.4,52.95,26.71,86.85,DoorCLOSED,PowerON,58.12,CompressorOFF,0.08,Friday 03.01.2025 -- 00:01:45,0
3.72,62.78,29.19,58.26,DoorCLOSED,PowerON,37.67,CompressorOFF,0.26,Friday 03.01.2025 -- 00:01:50,0
4.4,62.6,22.67,52.5,DoorCLOSED,PowerON,51.74,CompressorOFF,0.12,Friday 03.01.2025 -- 00:01:55,0
4.93,63.51,20.58,67.93,DoorCLOSED,PowerON,57.06,CompressorOFF,0.12,Friday 03.01.2025 -- 00:02:00,0
2.79,66.15,22.73,56.55,DoorCLOSED,PowerON,143.37,CompressorON,0.2,Friday 03.01.2025 -- 00:02:05,0
2.73,74.83,27.14,67.81,DoorCLOSED,PowerON,146.86,CompressorON,0.03,Friday 03.01.2025 -- 00:02:10,0
3.61,82.57,29.06,50.69,DoorOPEN,PowerON,103.38,CompressorON,0.23,Friday 03.01.2025 -- 00:02:15,0
2.36,61.57,18.23,64.79,DoorCLOSED,PowerON,145.96,CompressorON,0.41,Friday 03.01.2025 -- 00:02:20,0
2.54,65.22,24.46,79.03,DoorCLOSED,PowerON,154.48,CompressorON,0.37,Friday 03.01.2025 -- 00:02:25,0
2.0,49.48,30.08,80.69,DoorCLOSED,PowerON,124.91,CompressorON,0.05,Friday 03.01.2025 -- 00:02:30,0
3.08,73.46,28.23,66.6,DoorCLOSED,PowerON,22.32,CompressorOFF,0.33,Friday 03.01.2025 -- 00:02:35,0
9.93,88.79,33.52,91.49,DoorCLOSED,PowerON,207.9,CompressorOFF,1.04,Friday 03.01.2025 -- 00:02:40,1
7.32,78.56,26.08,80.79,DoorOPEN,PowerON,118.75,CompressorON,0.03,Friday 03.01.2025 -- 00:02:45,0
4.22,45.52,25.0,61.29,DoorCLOSED,PowerON,23.52,CompressorOFF,0.12,Friday 03.01.2025 -- 00:02:50,0
3.85,73.78,18.1,56.13,DoorCLOSED,PowerON,55.0,CompressorOFF,0.39,Friday 03.01.2025 -- 00:02:55,0
3.79,63.1,29.76,71.2,DoorCLOSED,PowerON,95.6,CompressorON,0.33,Friday 03.01.2025 -- 00:03:00,0
2.49,64.31,29.43,58.16,DoorCLOSED,PowerON,203.61,CompressorON,0.31,Friday 03.01.2025 -- 00:03:05,0
1.91,53.09,31.27,55.26,DoorCLOSED,PowerON,91.57,CompressorON,0.62,Friday 03.01.2025 -- 00:03:10,0
4.1,70.57,21.12,77.28,DoorCLOSED,PowerON,116.65,CompressorON,0.15,Friday 03.01.2025 -- 00:03:15,0
3.8,56.63,31.42,74.19,DoorCLOSED,PowerON,98.96,CompressorON,0.29,Friday 03.01.2025 -- 00:03:20,0
5.26,54.45,24.55,83.75,DoorCLOSED,PowerON,42.03,CompressorOFF,0.44,Friday 03.01.2025 -- 00:03:25,0
3.86,70.46,27.06,59.2,DoorCLOSED,PowerON,136.39,CompressorON,0.28,Friday 03.01.2025 -- 00:03:30,0
4.05,46.69,27.52,61.4,DoorCLOSED,PowerON,95.67,CompressorON,0.04,Friday 03.01.2025 -- 00:03:35,0
4.69,53.1,25.18,68.13,DoorCLOSED,PowerON,53.65,CompressorOFF,0.29,Friday 03.01.2025 -- 00:03:40,0
3.63,54.86,24.3,85.09,DoorCLOSED,PowerON,141.29,CompressorON,0.29,Friday 03.01.2025 -- 00:03:45,0
4.53,70.36,30.24,56.71,DoorCLOSED,PowerON,26.51,CompressorOFF,0.17,Friday 03.01.2025 -- 00:03:50,0
5.48,69.14,30.24,55.02,DoorOPEN,PowerON,96.17,CompressorON,0.17,Friday 03.01.2025 -- 00:03:55,0
5.4,66.81,25.51,64.36,DoorCLOSED,PowerON,45.6,CompressorOFF,0.37,Friday 03.01.2025 -- 00:04:00,0
2.35,61.68,28.29,84.59,DoorCLOSED,PowerON,91.13,CompressorON,0.41,Friday 03.01.2025 -- 00:04:05,0
5.33,55.57,20.09,85.45,DoorCLOSED,PowerON,21.77,CompressorOFF,0.41,Friday 03.01.2025 -- 00:04:10,0
3.06,63.86,26.07,51.27,DoorCLOSED,PowerON,25.94,CompressorOFF,0.43,Friday 03.01.2025 -- 00:04:15,0
5.93,85.94,26.82,67.33,DoorOPEN,PowerON,119.24,CompressorON,0.24,Friday 03.01.2025 -- 00:04:20,0
2.36,74.95,29.35,71.45,DoorCLOSED,PowerON,120.79,CompressorON,0.35,Friday 03.01.2025 -- 00:04:25,0
1.81,59.36,30.31,73.21,DoorCLOSED,PowerON,141.16,CompressorON,0.24,Friday 03.01.2025 -- 00:04:30,0
3.07,74.84,25.19,69.54,DoorCLOSED,PowerON,47.37,CompressorOFF,0.02,Friday 03.01.2025 -- 00:04:35,0
5.85,45.61,20.54,86.49,DoorCLOSED,PowerON,54.36,CompressorOFF,0.32,Friday 03.01.2025 -- 00:04:40,0
4.92,50.86,21.47,55.8,DoorCLOSED,PowerON,50.35,CompressorOFF,0.41,Friday 03.01.2025 -- 00:04:45,0
4.72,74.07,31.68,64.24,DoorCLOSED,PowerON,37.32,CompressorOFF,0.43,Friday 03.01.2025 -- 00:04:50,0
4.62,53.05,26.14,73.68,DoorCLOSED,PowerON,30.65,CompressorOFF,0.11,Friday 03.01.2025 -- 00:04:55,0
5.25,53.21,29.06,58.01,DoorCLOSED,PowerON,53.44,CompressorOFF,0.05,Friday 03.01.2025 -- 00:05:00,0
5.11,77.67,31.76,82.75,DoorOPEN,PowerON,152.81,CompressorON,0.14,Friday 03.01.2025 -- 00:05:05,0
4.16,66.08,18.48,63.54,DoorCLOSED,PowerON,28.25,CompressorOFF,0.02,Friday 03.01.2025 -- 00:05:10,0
3.73,54.55,19.53,56.06,DoorCLOSED,PowerON,49.77,CompressorOFF,0.29,Friday 03.01.2025 -- 00:05:15,0
3.49,49.67,19.25,74.14,DoorCLOSED,PowerON,104.47,CompressorON,0.3,Friday 03.01.2025 -- 00:05:20,0
4.31,70.66,30.7,72.43,DoorCLOSED,PowerON,26.17,CompressorOFF,0.11,Friday 03.01.2025 -- 00:05:25,0
4.56,74.09,24.5,72.69,DoorCLOSED,PowerON,27.63,CompressorOFF,0.07,Friday 03.01.2025 -- 00:05:30,0
3.58,59.55,27.61,85.65,DoorCLOSED,PowerON,142.1,CompressorON,0.05,Friday 03.01.2025 -- 00:05:35,0
3.08,49.77,28.58,67.39,DoorCLOSED,PowerON,32.35,CompressorOFF,0.18,Friday 03.01.2025 -- 00:05:40,0
3.04,46.44,28.54,83.21,DoorCLOSED,PowerON,96.92,CompressorON,0.43,Friday 03.01.2025 -- 00:05:45,0
7.31,86.36,26.93,70.52,DoorOPEN,PowerON,123.32,CompressorON,0.12,Friday 03.01.2025 -- 00:05:50,0
2.99,69.52,21.69,50.84,DoorCLOSED,PowerON,119.27,CompressorON,0.28,Friday 03.01.2025 -- 00:05:55,0
4.11,46.75,18.77,58.63,DoorCLOSED,PowerON,117.16,CompressorON,0.41,Friday 03.01.2025 -- 00:06:00,0
3.85,64.2,30.66,50.58,DoorCLOSED,PowerON,142.92,CompressorON,0.33,Friday 03.01.2025 -- 00:06:05,0
3.85,56.57,22.0,67.23,DoorCLOSED,PowerON,121.14,CompressorON,1.15,Friday 03.01.2025 -- 00:06:10,0
3.13,69.5,30.38,80.3,DoorCLOSED,PowerON,111.31,CompressorON,0.37,Friday 03.01.2025 -- 00:06:15,0
7.28,77.97,27.39,64.6,DoorCLOSED,PowerON,253.05,CompressorON,1.5,Friday 03.01.2025 -- 00:06:20,1
3.28,74.69,28.57,82.73,DoorCLOSED,PowerON,51.4,CompressorOFF,0.13,Friday 03.01.2025 -- 00:06:25,0
2.83,72.54,20.03,83.03,DoorCLOSED,PowerON,125.93,CompressorON,0.26,Friday 03.01.2025 -- 00:06:30,0
3.58,51.38,31.04,52.06,DoorCLOSED,PowerON,109.7,CompressorON,0.27,Friday 03.01.2025 -- 00:06:35,0
5.19,73.9,30.19,67.24,DoorCLOSED,PowerOFF,0.0,CompressorOFF,0.06,Friday 03.01.2025 -- 00:06:40,0
2.97,73.41,19.89,60.62,DoorCLOSED,PowerON,149.95,CompressorON,0.17,Friday 03.01.2025 -- 00:06:45,0
4.15,62.61,26.52,70.82,DoorCLOSED,PowerON,124.6,CompressorON,0.33,Friday 03.01.2025 -- 00:06:50,0
2.06,64.23,22.6,53.66,DoorCLOSED,PowerON,233.78,CompressorON,0.3,Friday 03.01.2025 -- 00:06:55,0
4.0,58.25,20.42,64.63,DoorCLOSED,PowerON,118.97,CompressorON,0.21,Friday 03.01.2025 -- 00:07:00,0
3.89,74.06,20.44,71.01,DoorCLOSED,PowerON,118.73,CompressorON,0.38,Friday 03.01.2025 -- 00:07:05,0
3.06,67.5,30.27,73.31,DoorCLOSED,PowerON,58.7,CompressorOFF,0.35,Friday 03.01.2025 -- 00:07:10,0
4.75,68.11,29.42,60.94,DoorCLOSED,PowerON,25.46,CompressorOFF,0.16,Friday 03.01.2025 -- 00:07:15,0
4.03,51.19,18.06,51.35,DoorCLOSED,PowerON,144.02,CompressorON,0.35,Friday 03.01.2025 -- 00:07:20,0
