inTemp,InHumid,outTemp,outHumid,DoorStatus,PowerStatus,ConsumoElectrico,CompressorStatus,Vibration,Timestamp,flag_mantenimiento
3.83,67.92,22.69,88.18,DoorCLOSED,PowerON,121.75,CompressorON,0.03,Thursday 16.01.2025 -- 00:00:00,0
5.01,63.59,20.76,78.76,DoorCLOSED,PowerON,53.51,CompressorOFF,0.28,Thursday 16.01.2025 -- 00:00:05,0
5.06,59.22,25.78,67.21,DoorCLOSED,PowerON,32.74,CompressorOFF,0.45,Thursday 16.01.2025 -- 00:00:10,0
3.35,65.04,30.45,87.96,DoorCLOSED,PowerON,133.34,CompressorON,0.33,Thursday 16.01.2025 -- 00:00:15,0
7.58,87.44,25.69,63.6,DoorCLOSED,PowerON,183.16,CompressorOFF,1.09,Thursday 16.01.2025 -- 00:00:20,1
1.96,48.28,30.23,76.8,DoorCLOSED,PowerON,96.37,CompressorON,1.13,Thursday 16.01.2025 -- 00:00:25,0
10.76,86.44,32.6,91.29,DoorCLOSED,PowerON,193.78,CompressorON,1.35,Thursday 16.01.2025 -- 00:00:30,1
5.41,69.63,25.7,89.93,DoorCLOSED,PowerON,37.02,CompressorOFF,0.03,Thursday 16.01.2025 -- 00:00:35,0
6.69,79.56,30.48,67.84,DoorCLOSED,PowerON,203.21,CompressorOFF,1.1,Thursday 16.01.2025 -- 00:00:40,1
9.42,63.45,28.46,54.65,DoorOPEN,PowerON,125.5,CompressorON,0.13,Thursday 16.01.2025 -- 00:00:45,0
5.02,61.48,30.22,59.0,DoorOPEN,PowerON,108.81,CompressorON,0.08,Thursday 16.01.2025 -- 00:00:50,0
5.44,63.03,25.19,61.61,DoorOPEN,PowerON,108.04,CompressorON,0.32,Thursday 16.01.2025 -- 00:00:55,0
7.32,80.86,30.5,74.68,DoorCLOSED,PowerON,188.22,CompressorON,1.47,Thursday 16.01.2025 -- 00:01:00,1
5.25,46.69,31.82,72.6,DoorCLOSED,PowerON,56.74,CompressorOFF,0.31,Thursday 16.01.2025 -- 00:01:05,0
3.99,49.58,20.19,56.26,DoorCLOSED,PowerON,27.68,CompressorOFF,0.1,Thursday 16.01.2025 -- 00:01:10,0
3.2,61.87,25.83,68.26,DoorCLOSED,PowerON,47.2,CompressorOFF,0.28,Thursday 16.01.2025 -- 00:01:15,0
4.85,48.82,19.32,50.86,DoorCLOSED,PowerON,44.34,CompressorOFF,0.22,Thursday 16.01.2025 -- 00:01:20,0
3.67,47.03,20.17,58.32,DoorCLOSED,PowerON,117.94,CompressorON,0.3,Thursday 16.01.2025 -- 00:01:25,0
3.04,74.22,18.19,85.29,DoorCLOSED,PowerON,156.66,CompressorON,0.63,Thursday 16.01.2025 -- 00:01:30,0
6.99,60.66,25.5,72.23,DoorOPEN,PowerON,222.44,CompressorON,0.26,Thursday 16.01.2025 -- 00:01:35,0
3.71,70.53,26.76,83.6,DoorCLOSED,PowerON,24.66,CompressorOFF,0.2,Thursday 16.01.2025 -- 00:01:40,0
3.73,74.4,30.42,84.12,DoorCLOSED,PowerON,44.92,CompressorOFF,0.44,Thursday 16.01.2025 -- 00:01:45,0
3.89,55.97,22.58,72.64,DoorCLOSED,PowerON,121.13,CompressorON,0.22,Thursday 16.01.2025 -- 00:01:50,0
4.14,67.73,20.53,87.42,DoorCLOSED,PowerON,37.41,CompressorOFF,0.3,Thursday 16.01.2025 -- 00:01:55,0
2.73,54.7,31.29,75.39,DoorCLOSED,PowerON,104.22,CompressorON,0.74,Thursday 16.01.2025 -- 00:02:00,0
1.82,63.97,25.85,71.45,DoorCLOSED,PowerON,141.97,CompressorON,0.39,Thursday 16.01.2025 -- 00:02:05,0
3.53,65.16,22.06,75.68,DoorCLOSED,PowerON,26.09,CompressorOFF,0.39,Thursday 16.01.2025 -- 00:02:10,0
6.67,83.49,31.33,78.36,DoorOPEN,PowerON,114.41,CompressorON,0.35,Thursday 16.01.2025 -- 00:02:15,0
4.89,47.77,21.86,82.81,DoorCLOSED,PowerON,38.12,CompressorOFF,0.42,Thursday 16.01.2025 -- 00:02:20,0
4.81,51.93,24.49,82.14,DoorCLOSED,PowerON,27.14,CompressorOFF,0.25,Thursday 16.01.2025 -- 00:02:25,0
7.9,63.07,26.36,80.81,DoorCLOSED,PowerON,58.87,CompressorOFF,0.23,Thursday 16.01.2025 -- 00:02:30,0
4.1,59.37,30.76,58.08,DoorCLOSED,PowerON,56.91,CompressorOFF,0.39,Thursday 16.01.2025 -- 00:02:35,0
