inTemp,InHumid,outTemp,outHumid,DoorStatus,PowerStatus,ConsumoElectrico,CompressorStatus,Vibration,Timestamp,flag_mantenimiento
7.85,86.97,30.81,83.0,DoorCLOSED,PowerON,194.69,CompressorON,1.38,Tuesday 07.01.2025 -- 00:00:00,1
2.17,64.41,25.33,60.34,DoorCLOSED,PowerON,156.98,CompressorON,0.29,Tuesday 07.01.2025 -- 00:00:05,0
3.99,51.81,26.37,87.92,DoorCLOSED,PowerON,21.78,CompressorOFF,0.09,Tuesday 07.01.2025 -- 00:00:10,0
2.22,63.09,25.9,66.28,DoorCLOSED,PowerON,132.31,CompressorON,0.27,Tuesday 07.01.2025 -- 00:00:15,0
1.8,45.49,22.02,78.39,DoorCLOSED,PowerON,116.01,CompressorON,0.16,Tuesday 07.01.2025 -- 00:00:20,0
5.16,54.15,24.63,62.44,DoorCLOSED,PowerON,40.64,CompressorOFF,0.37,Tuesday 07.01.2025 -- 00:00:25,0
4.56,73.69,30.68,64.97,DoorCLOSED,PowerON,53.04,CompressorOFF,0.21,Tuesday 07.01.2025 -- 00:00:30,0
3.17,68.28,21.88,76.05,DoorCLOSED,PowerON,143.21,CompressorON,0.07,Tuesday 07.01.2025 -- 00:00:35,0
2.12,61.23,23.1,87.05,DoorCLOSED,PowerON,91.53,CompressorON,0.03,Tuesday 07.01.2025 -- 00:00:40,0
3.27,55.25,18.66,66.15,DoorCLOSED,PowerON,35.8,CompressorOFF,0.18,Tuesday 07.01.2025 -- 00:00:45,0
4.93,54.52,28.52,77.44,DoorCLOSED,PowerON,45.1,CompressorOFF,0.06,Tuesday 07.01.2025 -- 00:00:50,0
2.76,65.9,27.76,89.89,DoorCLOSED,PowerON,132.55,CompressorON,0.26,Tuesday 07.01.2025 -- 00:00:55,0
4.77,47.39,29.93,87.28,DoorCLOSED,PowerON,33.27,CompressorOFF,0.36,Tuesday 07.01.2025 -- 00:01:00,0
4.39,54.15,25.03,50.7,DoorCLOSED,PowerON,53.88,CompressorOFF,0.29,Tuesday 07.01.2025 -- 00:01:05,0
5.47,55.51,24.32,55.53,DoorCLOSED,PowerON,37.76,CompressorOFF,0.26,Tuesday 07.01.2025 -- 00:01:10,0
3.37,71.85,18.63,87.38,DoorCLOSED,PowerON,24.06,CompressorOFF,0.42,Tuesday 07.01.2025 -- 00:01:15,0
2.01,68.67,27.67,60.73,DoorCLOSED,PowerON,130.34,CompressorON,0.19,Tuesday 07.01.2025 -- 00:01:20,0
2.79,68.54,31.1,86.39,DoorCLOSED,PowerON,212.36,CompressorON,0.61,Tuesday 07.01.2025 -- 00:01:25,0
3.4,53.45,23.72,67.41,DoorCLOSED,PowerON,39.96,CompressorOFF,0.26,Tuesday 07.01.2025 -- 00:01:30,0
2.37,47.86,23.67,61.65,DoorCLOSED,PowerON,130.53,CompressorON,0.05,Tuesday 07.01.2025 -- 00:01:35,0
2.05,54.85,20.29,58.14,DoorCLOSED,PowerON,109.36,CompressorON,0.24,Tuesday 07.01.2025 -- 00:01:40,0
5.04,67.44,20.03,64.9,DoorCLOSED,PowerON,45.17,CompressorOFF,0.13,Tuesday 07.01.2025 -- 00:01:45,0
6.64,91.65,25.3,75.97,DoorCLOSED,PowerON,209.98,CompressorOFF,0.93,Tuesday 07.01.2025 -- 00:01:50,1
3.56,57.26,31.51,59.29,DoorCLOSED,PowerON,26.31,CompressorOFF,0.16,Tuesday 07.01.2025 -- 00:01:55,0
3.04,53.34,19.79,74.51,DoorCLOSED,PowerON,56.69,CompressorOFF,0.19,Tuesday 07.01.2025 -- 00:02:00,0
4.62,66.3,28.54,83.04,DoorOPEN,PowerON,132.95,CompressorON,0.1,Tuesday 07.01.2025 -- 00:02:05,0
2.01,58.31,20.07,51.09,DoorCLOSED,PowerON,130.67,CompressorON,0.03,Tuesday 07.01.2025 -- 00:02:10,0
3.03,48.56,28.35,51.59,DoorCLOSED,PowerON,26.91,CompressorOFF,0.21,Tuesday 07.01.2025 -- 00:02:15,0
3.53,52.2,23.83,52.85,DoorCLOSED,PowerON,22.92,CompressorOFF,0.04,Tuesday 07.01.2025 -- 00:02:20,0
4.53,53.92,26.49,75.96,DoorCLOSED,PowerON,38.34,CompressorOFF,0.08,Tuesday 07.01.2025 -- 00:02:25,0
4.68,49.55,22.15,68.56,DoorCLOSED,PowerON,25.63,CompressorOFF,0.34,Tuesday 07.01.2025 -- 00:02:30,0
2.85,72.59,19.16,72.65,DoorCLOSED,PowerON,133.04,CompressorON,0.17,Tuesday 07.01.2025 -- 00:02:35,0
