inTemp,InHumid,outTemp,outHumid,DoorStatus,PowerStatus,ConsumoElectrico,CompressorStatus,Vibration,Timestamp,flag_mantenimiento
6.53,59.62,21.67,53.37,DoorCLOSED,PowerON,173.9,CompressorON,0.3,Sunday 12.01.2025 -- 00:00:00,0
4.41,77.22,22.3,78.12,DoorOPEN,PowerON,157.14,CompressorON,0.3,Sunday 12.01.2025 -- 00:00:05,0
4.04,78.46,21.62,53.53,DoorOPEN,PowerON,115.44,CompressorON,0.08,Sunday 12.01.2025 -- 00:00:10,0
10.83,84.0,32.39,70.8,DoorOPEN,PowerON,188.7,CompressorON,1.38,Sunday 12.01.2025 -- 00:00:15,1
3.54,61.83,26.76,75.09,DoorCLOSED,PowerON,52.84,CompressorOFF,0.13,Sunday 12.01.2025 -- 00:00:20,0
8.61,74.98,26.97,63.05,DoorOPEN,PowerON,118.34,CompressorON,0.08,Sunday 12.01.2025 -- 00:00:25,0
7.44,81.21,19.5,81.98,DoorOPEN,PowerON,134.32,CompressorON,0.12,Sunday 12.01.2025 -- 00:00:30,0
4.17,82.71,27.53,85.87,DoorOPEN,PowerON,117.31,CompressorON,0.45,Sunday 12.01.2025 -- 00:00:35,0
7.21,57.46,24.76,83.08,DoorCLOSED,PowerON,99.29,CompressorON,0.43,Sunday 12.01.2025 -- 00:00:40,0
3.87,67.11,27.06,67.51,DoorCLOSED,PowerON,93.14,CompressorON,0.2,Sunday 12.01.2025 -- 00:00:45,0
3.36,45.3,28.18,61.46,DoorCLOSED,PowerON,27.29,CompressorOFF,0.07,Sunday 12.01.2025 -- 00:00:50,0
11.15,75.14,33.02,77.78,DoorCLOSED,PowerON,253.24,CompressorOFF,1.05,Sunday 12.01.2025 -- 00:00:55,1
11.37,86.99,30.19,91.27,DoorCLOSED,PowerON,222.11,CompressorON,1.57,Sunday 12.01.2025 -- 00:01:00,1
3.77,65.25,29.87,76.46,DoorCLOSED,PowerON,58.51,CompressorOFF,0.04,Sunday 12.01.2025 -- 00:01:05,0
8.13,60.28,23.48,84.85,DoorOPEN,PowerON,134.29,CompressorON,0.31,Sunday 12.01.2025 -- 00:01:10,0
2.36,55.93,21.21,81.14,DoorCLOSED,PowerON,151.36,CompressorON,0.1,Sunday 12.01.2025 -- 00:01:15,0
10.81,86.39,30.32,88.83,DoorCLOSED,PowerON,225.5,CompressorOFF,0.9,Sunday 12.01.2025 -- 00:01:20,1
3.41,51.84,30.99,60.22,DoorCLOSED,PowerON,52.82,CompressorOFF,0.08,Sunday 12.01.2025 -- 00:01:25,0
3.46,62.24,26.9,70.85,DoorCLOSED,PowerON,204.62,CompressorON,0.36,Sunday 12.01.2025 -- 00:01:30,0
4.68,56.26,31.63,67.41,DoorCLOSED,PowerON,30.71,CompressorOFF,0.32,Sunday 12.01.2025 -- 00:01:35,0
3.99,49.17,26.95,74.17,DoorCLOSED,PowerON,22.13,CompressorOFF,0.05,Sunday 12.01.2025 -- 00:01:40,0
