inTemp,InHumid,outTemp,outHumid,DoorStatus,PowerStatus,ConsumoElectrico,CompressorStatus,Vibration,Timestamp,flag_mantenimiento
7.37,62.77,26.77,88.57,DoorOPEN,PowerON,203.33,CompressorON,0.39,Wednesday 08.01.2025 -- 00:00:00,0
2.49,70.54,20.3,66.77,DoorCLOSED,PowerON,111.02,CompressorON,0.44,Wednesday 08.01.2025 -- 00:00:05,0
3.17,61.43,31.52,82.01,DoorCLOSED,PowerON,156.34,CompressorON,0.09,Wednesday 08.01.2025 -- 00:00:10,0
3.2,51.72,21.91,69.79,DoorCLOSED,PowerON,30.4,CompressorOFF,0.03,Wednesday 08.01.2025 -- 00:00:15,0
3.08,51.23,29.33,76.84,DoorCLOSED,PowerON,20.18,CompressorOFF,0.02,Wednesday 08.01.2025 -- 00:00:20,0
4.54,51.14,24.17,76.12,DoorCLOSED,PowerON,53.7,CompressorOFF,0.43,Wednesday 08.01.2025 -- 00:00:25,0
4.48,63.84,25.04,84.73,DoorCLOSED,PowerON,48.78,CompressorOFF,0.18,Wednesday 08.01.2025 -- 00:00:30,0
3.4,56.63,21.26,56.68,DoorCLOSED,PowerON,123.56,CompressorON,0.39,Wednesday 08.01.2025 -- 00:00:35,0
3.48,45.29,24.37,56.94,DoorCLOSED,PowerON,33.35,CompressorOFF,0.44,Wednesday 08.01.2025 -- 00:00:40,0
2.67,60.96,22.14,86.48,DoorCLOSED,PowerON,129.25,CompressorON,0.53,Wednesday 08.01.2025 -- 00:00:45,0
7.79,64.47,19.88,62.42,DoorOPEN,PowerON,149.63,CompressorON,0.21,Wednesday 08.01.2025 -- 00:00:50,0
1.9,58.08,22.29,83.78,DoorCLOSED,PowerON,122.39,CompressorON,0.02,Wednesday 08.01.2025 -- 00:00:55,0
4.04,56.61,22.81,81.74,DoorCLOSED,PowerON,115.12,CompressorON,1.02,Wednesday 08.01.2025 -- 00:01:00,0
7.83,88.91,28.03,89.25,DoorOPEN,PowerOFF,237.19,CompressorOFF,1.21,Wednesday 08.01.2025 -- 00:01:05,1
3.25,60.06,19.52,78.13,DoorCLOSED,PowerON,50.65,CompressorOFF,0.31,Wednesday 08.01.2025 -- 00:01:10,0
11.61,85.89,29.8,90.05,DoorCLOSED,PowerON,198.67,CompressorOFF,1.06,Wednesday 08.01.2025 -- 00:01:15,1
2.21,58.8,24.32,83.7,DoorCLOSED,PowerON,102.78,CompressorON,0.1,Wednesday 08.01.2025 -- 00:01:20,0
8.71,68.0,29.99,50.76,DoorCLOSED,PowerON,26.8,CompressorOFF,0.17,Wednesday 08.01.2025 -- 00:01:25,0
4.19,60.04,21.6,74.27,DoorCLOSED,PowerON,134.5,CompressorON,0.22,Wednesday 08.01.2025 -- 00:01:30,0
3.64,70.54,30.26,62.29,DoorCLOSED,PowerON,45.34,CompressorOFF,0.28,Wednesday 08.01.2025 -- 00:01:35,0
4.21,47.93,30.83,89.47,DoorCLOSED,PowerON,32.1,CompressorOFF,0.28,Wednesday 08.01.2025 -- 00:01:40,0
3.37,54.13,20.26,81.8,DoorCLOSED,PowerON,42.46,CompressorOFF,0.1,Wednesday 08.01.2025 -- 00:01:45,0
4.82,47.26,25.15,87.93,DoorCLOSED,PowerON,21.2,CompressorOFF,0.26,Wednesday 08.01.2025 -- 00:01:50,0
2.73,73.63,21.91,57.28,DoorCLOSED,PowerON,104.82,CompressorON,0.27,Wednesday 08.01.2025 -- 00:01:55,0
4.98,50.47,20.29,76.93,DoorCLOSED,PowerON,53.91,CompressorOFF,0.24,Wednesday 08.01.2025 -- 00:02:00,0
2.18,48.75,24.92,55.35,DoorCLOSED,PowerON,137.71,CompressorON,0.2,Wednesday 08.01.2025 -- 00:02:05,0
2.85,55.08,30.5,77.87,DoorCLOSED,PowerON,159.96,CompressorON,0.03,Wednesday 08.01.2025 -- 00:02:10,0
3.95,47.19,20.43,82.17,DoorCLOSED,PowerON,23.48,CompressorOFF,0.22,Wednesday 08.01.2025 -- 00:02:15,0
3.74,63.21,24.54,81.54,DoorOPEN,PowerON,132.2,CompressorON,0.1,Wednesday 08.01.2025 -- 00:02:20,0
3.44,66.45,21.97,55.75,DoorCLOSED,PowerON,28.37,CompressorOFF,0.26,Wednesday 08.01.2025 -- 00:02:25,0
2.87,51.87,19.65,55.39,DoorCLOSED,PowerON,148.85,CompressorON,0.34,Wednesday 08.01.2025 -- 00:02:30,0
2.61,54.04,29.84,72.98,DoorCLOSED,PowerON,142.59,CompressorON,0.14,Wednesday 08.01.2025 -- 00:02:35,0
4.65,46.05,18.94,69.79,DoorCLOSED,PowerON,50.04,CompressorOFF,0.42,Wednesday 08.01.2025 -- 00:02:40,0
3.85,53.08,20.62,65.69,DoorCLOSED,PowerON,46.19,CompressorOFF,0.09,Wednesday 08.01.2025 -- 00:02:45,0
2.85,47.17,25.56,56.31,DoorCLOSED,PowerON,111.96,CompressorON,0.23,Wednesday 08.01.2025 -- 00:02:50,0
3.86,71.27,20.33,67.56,DoorCLOSED,PowerON,107.63,CompressorON,0.18,Wednesday 08.01.2025 -- 00:02:55,0
3.57,73.01,18.64,83.22,DoorCLOSED,PowerON,44.09,CompressorOFF,0.11,Wednesday 08.01.2025 -- 00:03:00,0
5.67,65.11,19.77,67.45,DoorOPEN,PowerON,216.26,CompressorON,0.21,Wednesday 08.01.2025 -- 00:03:05,0
4.01,59.58,28.59,87.41,DoorCLOSED,PowerON,146.11,CompressorON,0.42,Wednesday 08.01.2025 -- 00:03:10,0
4.15,68.82,28.58,51.35,DoorCLOSED,PowerON,33.75,CompressorOFF,0.27,Wednesday 08.01.2025 -- 00:03:15,0
2.4,58.73,18.19,58.44,DoorCLOSED,PowerON,95.06,CompressorON,0.33,Wednesday 08.01.2025 -- 00:03:20,0
2.71,55.79,28.59,80.74,DoorCLOSED,PowerON,97.72,CompressorON,0.37,Wednesday 08.01.2025 -- 00:03:25,0
6.96,85.34,32.04,88.78,DoorCLOSED,PowerON,197.06,CompressorON,1.21,Wednesday 08.01.2025 -- 00:03:30,1
3.44,53.44,22.52,51.14,DoorCLOSED,PowerON,127.43,CompressorON,0.11,Wednesday 08.01.2025 -- 00:03:35,0
4.37,66.79,30.44,67.92,DoorCLOSED,PowerON,27.74,CompressorOFF,0.37,Wednesday 08.01.2025 -- 00:03:40,0
3.58,55.98,28.23,78.14,DoorCLOSED,PowerON,110.39,CompressorON,0.44,Wednesday 08.01.2025 -- 00:03:45,0
3.35,45.8,25.76,72.41,DoorCLOSED,PowerON,152.12,CompressorON,0.16,Wednesday 08.01.2025 -- 00:03:50,0
4.06,73.37,24.35,65.95,DoorCLOSED,PowerON,151.44,CompressorON,0.12,Wednesday 08.01.2025 -- 00:03:55,0
3.28,52.35,26.12,66.58,DoorCLOSED,PowerON,106.18,CompressorON,0.34,Wednesday 08.01.2025 -- 00:04:00,0
1.94,72.53,30.11,81.72,DoorCLOSED,PowerON,130.06,CompressorON,0.28,Wednesday 08.01.2025 -- 00:04:05,0
2.67,66.48,18.17,51.71,DoorCLOSED,PowerON,158.47,CompressorON,0.39,Wednesday 08.01.2025 -- 00:04:10,0
8.54,63.41,20.98,68.53,DoorOPEN,PowerON,118.63,CompressorON,0.74,Wednesday 08.01.2025 -- 00:04:15,0
4.16,69.89,29.78,86.87,DoorCLOSED,PowerON,36.58,CompressorOFF,0.43,Wednesday 08.01.2025 -- 00:04:20,0
5.18,74.44,18.73,73.98,DoorOPEN,PowerON,114.91,CompressorON,0.06,Wednesday 08.01.2025 -- 00:04:25,0
9.72,85.01,30.49,66.07,DoorCLOSED,PowerON,188.26,CompressorON,1.46,Wednesday 08.01.2025 -- 00:04:30,1
4.06,53.44,23.25,67.81,DoorCLOSED,PowerON,142.11,CompressorON,0.43,Wednesday 08.01.2025 -- 00:04:35,0
2.78,71.78,27.96,80.54,DoorCLOSED,PowerON,159.76,CompressorON,0.43,Wednesday 08.01.2025 -- 00:04:40,0
2.58,57.62,28.09,75.53,DoorCLOSED,PowerON,101.87,CompressorON,1.12,Wednesday 08.01.2025 -- 00:04:45,0
4.05,55.99,27.74,63.83,DoorCLOSED,PowerON,39.67,CompressorOFF,0.43,Wednesday 08.01.2025 -- 00:04:50,0
1.8,67.97,22.61,67.34,DoorCLOSED,PowerON,153.62,CompressorON,0.32,Wednesday 08.01.2025 -- 00:04:55,0
3.62,56.96,21.09,86.45,DoorCLOSED,PowerON,32.28,CompressorOFF,0.12,Wednesday 08.01.2025 -- 00:05:00,0
2.96,68.18,30.38,64.25,DoorCLOSED,PowerON,128.55,CompressorON,0.11,Wednesday 08.01.2025 -- 00:05:05,0
2.64,61.28,27.25,54.95,DoorCLOSED,PowerON,146.81,CompressorON,0.02,Wednesday 08.01.2025 -- 00:05:10,0
3.65,64.27,19.45,77.35,DoorCLOSED,PowerON,46.58,CompressorOFF,0.37,Wednesday 08.01.2025 -- 00:05:15,0
7.56,85.57,30.76,80.57,DoorOPEN,PowerON,141.49,CompressorON,0.12,Wednesday 08.01.2025 -- 00:05:20,0
3.95,49.57,26.88,56.58,DoorCLOSED,PowerON,114.74,CompressorON,0.32,Wednesday 08.01.2025 -- 00:05:25,0
2.93,61.11,20.41,50.89,DoorCLOSED,PowerON,119.13,CompressorON,0.07,Wednesday 08.01.2025 -- 00:05:30,0
5.34,53.48,18.82,56.84,DoorCLOSED,PowerON,20.2,CompressorOFF,0.26,Wednesday 08.01.2025 -- 00:05:35,0
4.22,57.85,24.27,75.38,DoorCLOSED,PowerON,56.01,CompressorOFF,0.18,Wednesday 08.01.2025 -- 00:05:40,0
6.07,86.37,22.42,57.86,DoorOPEN,PowerON,97.89,CompressorON,0.29,Wednesday 08.01.2025 -- 00:05:45,0
7.56,83.54,29.65,85.63,DoorCLOSED,PowerON,227.18,CompressorOFF,1.11,Wednesday 08.01.2025 -- 00:05:50,1
3.94,48.92,18.07,88.69,DoorCLOSED,PowerON,54.03,CompressorOFF,0.25,Wednesday 08.01.2025 -- 00:05:55,0
3.51,63.72,24.79,69.94,DoorCLOSED,PowerON,205.19,CompressorON,0.29,Wednesday 08.01.2025 -- 00:06:00,0
2.27,67.88,27.84,80.06,DoorCLOSED,PowerON,135.28,CompressorON,0.23,Wednesday 08.01.2025 -- 00:06:05,0
6.96,59.24,23.9,56.43,DoorCLOSED,PowerOFF,0.0,CompressorOFF,0.42,Wednesday 08.01.2025 -- 00:06:10,0
1.85,73.42,29.13,88.27,DoorCLOSED,PowerON,93.57,CompressorON,0.19,Wednesday 08.01.2025 -- 00:06:15,0
4.33,67.71,28.22,72.52,DoorCLOSED,PowerON,40.47,CompressorOFF,0.09,Wednesday 08.01.2025 -- 00:06:20,0
4.07,66.15,25.19,81.99,DoorCLOSED,PowerON,146.82,CompressorON,0.05,Wednesday 08.01.2025 -- 00:06:25,0
3.73,71.34,23.33,59.17,DoorOPEN,PowerON,135.96,CompressorON,0.11,Wednesday 08.01.2025 -- 00:06:30,0
6.58,72.82,20.27,58.45,DoorOPEN,PowerON,111.49,CompressorON,0.02,Wednesday 08.01.2025 -- 00:06:35,0
2.12,61.34,31.28,62.59,DoorCLOSED,PowerON,155.43,CompressorON,0.27,Wednesday 08.01.2025 -- 00:06:40,0
2.47,48.55,26.44,58.63,DoorCLOSED,PowerON,116.39,CompressorON,0.09,Wednesday 08.01.2025 -- 00:06:45,0
3.99,66.41,31.15,50.75,DoorCLOSED,PowerON,36.59,CompressorOFF,0.34,Wednesday 08.01.2025 -- 00:06:50,0
4.05,56.09,23.26,61.16,DoorCLOSED,PowerON,31.94,CompressorOFF,0.27,Wednesday 08.01.2025 -- 00:06:55,0
2.66,61.42,18.95,60.86,DoorCLOSED,PowerON,146.56,CompressorON,0.11,Wednesday 08.01.2025 -- 00:07:00,0
4.08,49.98,26.46,83.23,DoorCLOSED,PowerON,93.95,CompressorON,0.33,Wednesday 08.01.2025 -- 00:07:05,0
